Condition,Blue_tHi_Dm,Blue_tHi_Lm,Blue_tLo_Dm,Blue_tLo_Lm,Hot_tHi_Dm,Hot_tHi_Lm,Hot_tLo_Dm,Hot_tLo_Lm,Blue_Dm,Blue_Lm,Hot_Dm,Hot_LM,Dm,Lm
1,1276.1,1471.4,1487.2,1415.2,1312,1378.4,1425,1368.8,1381.65,1443.3,1368.5,1373.6,1375.075,1408.45
1,1426.7,1241.7,1420.6,1296.4,1370.9,1384.5,1241.7,1650.8,1423.65,1269.05,1306.3,1517.65,1364.975,1393.35
1,1417.2,1522.4,1396.5,1561.1,1475.7,1520.4,1480,1487.5,1406.85,1541.75,1477.85,1503.95,1442.35,1522.85
1,1179.8,1503.2,1343.9,1452.5,1170.5,1285.2,1367,1430.1,1261.85,1477.85,1268.75,1357.65,1265.3,1417.75
1,1251.4,1488,1453.7,1467.6,1282.7,1960.7,1535.9,1623.2,1352.55,1477.8,1409.3,1791.95,1380.925,1634.875
1,2873.4,2806.4,3035.9,3235.7,2779.1,2914.7,3078.8,2709.2,2954.65,3021.05,2928.95,2811.95,2941.8,2916.5
1,1567.9,1705.5,1497.8,1617.1,1466.2,1787.3,1556.8,1635.8,1532.85,1661.3,1511.5,1711.55,1522.175,1686.425
1,1570.5,1709.8,1607.1,1612.5,1499.5,1780,1458.3,1874.1,1588.8,1661.15,1478.9,1827.05,1533.85,1744.1
1,996.38,1053.7,1125.2,1149.3,1049.6,1141.8,1159.2,1163,1060.79,1101.5,1104.4,1152.4,1082.595,1126.95
1,961.5,955.38,1066.9,1107,980.85,1036.7,1103.1,1110.5,1014.2,1031.19,1041.975,1073.6,1028.0875,1052.395
1,1344.3,1527.1,1429.8,1432.8,1293,1411.6,1385.4,1457.6,1387.05,1479.95,1339.2,1434.6,1363.125,1457.275
1,1074.4,1204.8,1363.5,1385.2,1032.4,1145.5,1168.8,1322.1,1218.95,1295,1100.6,1233.8,1159.775,1264.4
1,1059.5,1207.6,1213.4,1295.6,1029.3,1205,1157.2,1318.8,1136.45,1251.6,1093.25,1261.9,1114.85,1256.75
1,1265.3,1300.3,1321.7,1446.6,1275.4,1403.5,1280.5,1507.1,1293.5,1373.45,1277.95,1455.3,1285.725,1414.375
1,1478.2,1553.9,1573.7,1634.3,1266.8,1646.1,1424.6,1686.2,1525.95,1594.1,1345.7,1666.15,1435.825,1630.125
1,1249.7,1317.4,1427.1,1249.4,1290.6,1308.4,1331,1368.5,1338.4,1283.4,1310.8,1338.45,1324.6,1310.925
1,1453.5,1450.3,1453.8,1488.9,1515.8,1379.1,1404.8,1464.7,1453.65,1469.6,1460.3,1421.9,1456.975,1445.75
1,1152,1122.5,1245.2,1281.4,1126.4,1203.5,1304.8,1326.8,1198.6,1201.95,1215.6,1265.15,1207.1,1233.55
1,1051.2,1070.6,1120.6,1369.3,1092.9,1202.2,1158.9,1146,1085.9,1219.95,1125.9,1174.1,1105.9,1197.025
1,1216.2,1065.5,1164.2,1144.2,1085.4,1117.9,1120.1,1196.2,1190.2,1104.85,1102.75,1157.05,1146.475,1130.95
