Condition,Blue_tHi_Dm,Blue_tHi_Lm,Blue_tLo_Dm,Blue_tLo_Lm,Hot_tHi_Dm,Hot_tHi_Lm,Hot_tLo_Dm,Hot_tLo_Lm,Blue_Dm,Blue_Lm,Hot_Dm,Hot_LM,Dm,Lm
0,1119.7,1138.4,1021.9,1166.5,1069.8,1130,1171.9,1183.8,1070.8,1152.45,1120.85,1156.9,1095.825,1154.675
0,1195.7,1220.5,1251.7,1318.2,1136.6,1114.3,1186.8,1292.9,1223.7,1269.35,1161.7,1203.6,1192.7,1236.475
0,1389.9,1125.4,1480.8,1561.6,1267.4,1196.1,1243.1,1388,1435.35,1343.5,1255.25,1292.05,1345.3,1317.775
0,1268.1,1144.3,1194.9,1284,1213.6,1171,1180.7,1226.6,1231.5,1214.15,1197.15,1198.8,1214.325,1206.475
0,1059.2,989.68,1089.3,1002.7,1007.9,923.84,1119.4,1031.9,1074.25,996.19,1063.65,977.87,1068.95,987.03
0,1415.3,1612.9,1414.7,1495.7,1390.3,1479.9,1504.1,1484.1,1415,1554.3,1447.2,1482,1431.1,1518.15
0,941.93,873.87,901,877.5,986.7,841.01,958.07,920.68,921.465,875.685,972.385,880.845,946.925,878.265
0,1041.8,949.93,1053.8,1030.5,1072.1,973.8,1205.4,1050,1047.8,990.215,1138.75,1011.9,1093.275,1001.0575
0,1175.9,1166,1262.9,1302,1291.8,1165.4,1158.1,1249.8,1219.4,1234,1224.95,1207.6,1222.175,1220.8
0,1732.4,1683.9,2175.3,2004.3,1533,1672.8,2117.6,2041.8,1953.85,1844.1,1825.3,1857.3,1889.575,1850.7
0,1299.9,1305,1477.3,1398.2,1278.3,1253.5,1387.5,1434.8,1388.6,1351.6,1332.9,1344.15,1360.75,1347.875
0,1414.4,1465.6,1544.1,1533.5,1366.7,1418.3,1711.4,1480.2,1479.25,1499.55,1539.05,1449.25,1509.15,1474.4
0,1135.7,1147,1194.4,1244.6,1186.1,1110.8,1145.7,1158.8,1165.05,1195.8,1165.9,1134.8,1165.475,1165.3
0,1833.1,1583.6,1434.8,1635.6,1595.4,1435.7,1719,1500.6,1633.95,1609.6,1657.2,1468.15,1645.575,1538.875
0,828.1,794.46,876.18,923.73,870.14,829.55,951.46,934.83,852.14,859.095,910.8,882.19,881.47,870.6425
0,1079.3,1065.6,1163.4,1099.7,996.89,988.64,1096.7,1120.4,1121.35,1082.65,1046.795,1054.52,1084.0725,1068.585
0,1266.2,1410.6,1554.2,1435.2,1346.7,1853.9,1420.4,1468.5,1410.2,1422.9,1383.55,1661.2,1396.875,1542.05
1,1536.5,1455.2,1722.3,1681.5,1598.5,1449.1,1747,1678.1,1629.4,1568.35,1672.75,1563.6,1651.075,1565.975
1,1111,1088.6,1234.6,1372.1,1088.7,1203.2,1355.4,1302.1,1172.8,1230.35,1222.05,1252.65,1197.425,1241.5
1,1127.9,1287.1,1275.2,1299.9,1179.3,1333.9,1255.2,1415.9,1201.55,1293.5,1217.25,1374.9,1209.4,1334.2
1,1115.6,1150.3,1263.2,1315.9,1086,1127.1,1253.3,1416.3,1189.4,1233.1,1169.65,1271.7,1179.525,1252.4
1,1076.4,1245.4,1132.9,1222.7,1194.8,1120.1,1165.1,1154.5,1104.65,1234.05,1179.95,1137.3,1142.3,1185.675
1,774.46,895.28,955.77,996.4,745.94,778.97,910.77,1049.9,865.115,945.84,828.355,914.435,846.735,930.1375
1,1356.6,1751.2,1496.8,1675,1532.4,1567.3,1581.9,1734.5,1426.7,1713.1,1557.15,1650.9,1491.925,1682
1,1130.3,1182.2,1247.2,1332.6,1109.4,1144.5,1166.9,1269.7,1188.75,1257.4,1138.15,1207.1,1163.45,1232.25
1,1295.6,1428.8,1425,1616.9,1303.3,1535.7,1423.6,1469,1360.3,1522.85,1363.45,1502.35,1361.875,1512.6
1,1258.2,1217.5,1245,1487.8,1158.2,1337.4,1239.2,1336.9,1251.6,1352.65,1198.7,1337.15,1225.15,1344.9
1,1189.4,1278.8,1147.6,1224.4,1192.8,1280.8,1142.4,1309.4,1168.5,1251.6,1167.6,1295.1,1168.05,1273.35
1,1251.9,1452.7,1331.3,1380.5,1355.5,1385.1,1435.1,1553.4,1291.6,1416.6,1395.3,1469.25,1343.45,1442.925
1,1417.2,1442.7,1644.1,2244.4,1698.2,1601.1,1652.5,2190.5,1530.65,1843.55,1675.35,1895.8,1603,1869.675
1,1012.5,1094.6,1135.2,1155.6,1043.4,950,1275.7,1152.3,1073.85,1125.1,1159.55,1051.15,1116.7,1088.125
1,1083,1152.3,1143.8,1069.8,1053.8,1070.7,1026.5,1066.7,1113.4,1111.05,1040.15,1068.7,1076.775,1089.875
1,1296.6,1336.7,1393.9,1444.6,1341.2,1418.9,1425.3,1356.1,1345.25,1390.65,1383.25,1387.5,1364.25,1389.075
1,1065.3,1093.2,1169.9,1221.4,1038.7,1153.4,1121.1,1235.4,1117.6,1157.3,1079.9,1194.4,1098.75,1175.85
1,1209.9,1138.1,1356.6,1258.2,1174.5,1209.8,1307.8,1370.7,1283.25,1198.15,1241.15,1290.25,1262.2,1244.2
1,2093.1,2278.7,1947.3,2244.4,2119,2107.2,1683.5,2132.5,2020.2,2261.55,1901.25,2119.85,1960.725,2190.7
1,990.47,1015.4,1246,1116,1022.2,1015.7,1162.7,1163.3,1118.235,1065.7,1092.45,1089.5,1105.3425,1077.6
1,943.6,957.71,1056.4,1000.7,963.72,1035.4,1018.3,1002.6,1000,979.205,991.01,1019,995.505,999.1025
1,1377.7,1510.7,1503.4,1578.1,1394,1707.3,1516.5,1609.6,1440.55,1544.4,1455.25,1658.45,1447.9,1601.425
1,1038.1,1060.7,1076.5,1167.5,1025.6,1125.9,1095.8,1159.2,1057.3,1114.1,1060.7,1142.55,1059,1128.325
1,1261.1,1325.7,1257.9,1269.3,1279,1245.1,1382.3,1451.8,1259.5,1297.5,1330.65,1348.45,1295.075,1322.975
1,1375.5,1539.9,1666,1602.1,1418.2,1606.8,1428.8,1583,1520.75,1571,1423.5,1594.9,1472.125,1582.95
1,1189.8,1364.2,1360,1353,1279.2,1337.3,1400.3,1407.9,1274.9,1358.6,1339.75,1372.6,1307.325,1365.6
1,1133.3,1235.9,1228.1,1216.2,1018.9,1093.8,1254.3,1372.5,1180.7,1226.05,1136.6,1233.15,1158.65,1229.6
1,964.91,1383.7,1129.2,1289.9,945.78,1269.9,1067,1436.6,1047.055,1336.8,1006.39,1353.25,1026.7225,1345.025
1,1437.9,1708.5,1808.8,1947.7,1499.8,1513,1668.1,1884.5,1623.35,1828.1,1583.95,1698.75,1603.65,1763.425
1,1548.8,1540.2,1444.7,1636.8,1594,1479.5,1591.5,1618,1496.75,1588.5,1592.75,1548.75,1544.75,1568.625
